id,name,categories,referralId,hasPerk,location.address,location.crossStreet,location.lat,location.lng,location.labeledLatLngs,location.postalCode,location.cc,location.city,location.country,location.formattedAddress,location.neighborhood,location.state,venuePage.id
5da5613ba0917b0008391b3e,The Whale Tea Singapore,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"21 Choa Chu Kang Ave 4, #B1-25",,1.384759,103.744594,"[{'label': 'display', 'lat': 1.384759, 'lng': 103.744594}]",689812,SG,Choa Chu Kang New Town,Singapore,"['21 Choa Chu Kang Ave 4, #B1-25', '689812', 'Singapore']",,Singapore,
57580520498e5234b8ebb34a,KOI The,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,30 Woodlands Avenue 2 #01-16,Woodlands MRT Station,1.4367372108411454,103.78675460884872,"[{'label': 'display', 'lat': 1.4367372108411454, 'lng': 103.78675460884872}]",738343,SG,,Singapore,"['30 Woodlands Avenue 2 #01-16 (Woodlands MRT Station)', '738343', 'Singapore']",,Singapore,
5caf452a2bf29b002de2f9ad,The Alley,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,#B2-273 Jewel Changi Airport,78 Airport Boulevard,1.360189311185375,103.98972960577177,"[{'label': 'display', 'lat': 1.360189311185375, 'lng': 103.98972960577177}]",819666,SG,Singapore,Singapore,"['#B2-273 Jewel Changi Airport (78 Airport Boulevard)', '819666', 'Singapore']",,,
5b30cdbdc876c80039cb8638,Gong Cha Classic,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"1 Raffles Place, #B1-39 Shopping Podium Tower 1",,1.2842984,103.85107,"[{'label': 'display', 'lat': 1.2842984, 'lng': 103.85107}]",048616,SG,Singapore,Singapore,"['1 Raffles Place, #B1-39 Shopping Podium Tower 1', '048616', 'Singapore']",Financial District,,
5d19cf3c4dcbca0023c7813c,Gong Cha 贡茶,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"#02-01, Funan",107 North Bridge Road,1.291667,103.850795,"[{'label': 'display', 'lat': 1.291667, 'lng': 103.850795}]",179105,SG,Singapore,Singapore,"['#02-01, Funan (107 North Bridge Road)', '179105', 'Singapore']",,,
5b4ecb8b2be425002c378226,Gong Cha 贡茶,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"Lee Kong Chian School Of Business, Singapore Management University",,1.29493,103.850676,"[{'label': 'display', 'lat': 1.29493, 'lng': 103.850676}]",188008,SG,Singapore,Singapore,"['Lee Kong Chian School Of Business, Singapore Management University', '188008', 'Singapore']",,,
5c08fe31e97dfb002c28f3f2,Gong Cha 贡茶,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"#03-212, Marina Square",6 Raffles Boulevard,1.2904193,103.85699,"[{'label': 'display', 'lat': 1.2904193, 'lng': 103.85699}]",,SG,Singapore,Singapore,"['#03-212, Marina Square (6 Raffles Boulevard)', 'Singapore']",,,
5b9cd46ecabcff002cbfadac,Gong Cha,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"#03-08, Bugis Junction",200 Victoria Street,1.299063,103.855395,"[{'label': 'display', 'lat': 1.299063, 'lng': 103.855395}]",188021,SG,Singapore,Singapore,"['#03-08, Bugis Junction (200 Victoria Street)', '188021', 'Singapore']",Downtown Core,,
5aed983c6bd36b002c44fa43,Gong Cha Classic,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,Plaza Singapura,68 Orchard Road,1.300118791351989,103.84520216958035,"[{'label': 'display', 'lat': 1.300118791351989, 'lng': 103.84520216958035}]",,SG,Orchard,Singapore,"['Plaza Singapura (68 Orchard Road)', 'Singapore']",,Singapore,
5a20daac1c0b34450e588019,Gong Cha,"[{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}]",v-1619097445,False,"#01-141A/141B, SingPost Centre",10 Eunos Rd 8,1.3183884583130259,103.89345774599536,"[{'label': 'display', 'lat': 1.3183884583130259, 'lng': 103.89345774599536}]",408600,SG,Singapore,Singapore,"['#01-141A/141B, SingPost Centre (10 Eunos Rd 8)', '408600', 'Singapore']",,,
